Timestamp,time(UTC),Tair,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP,dni,ghi,dhi,temp_air,wind_speed
2006-01-01 00:00:00+00:00,2008-01-01 00:00:00+00:00,10.15,100.0,0.0,0.0,0.0,282.94,4.29,149.0,101067.0,0.0,0.0,0.0,10.15,4.29
2006-01-01 01:00:00+00:00,2008-01-01 01:00:00+00:00,9.84,100.0,0.0,0.0,0.0,273.02,4.04,153.0,101004.0,0.0,0.0,0.0,9.84,4.04
2006-01-01 02:00:00+00:00,2008-01-01 02:00:00+00:00,9.54,100.0,0.0,0.0,0.0,263.09,3.79,157.0,100942.0,0.0,0.0,0.0,9.54,3.79
2006-01-01 03:00:00+00:00,2008-01-01 03:00:00+00:00,9.24,100.0,0.0,0.0,0.0,253.17,3.54,157.0,100906.0,0.0,0.0,0.0,9.24,3.54
2006-01-01 04:00:00+00:00,2008-01-01 04:00:00+00:00,8.93,100.0,0.0,0.0,0.0,243.25,3.29,157.0,100869.0,0.0,0.0,0.0,8.93,3.29
2006-01-01 05:00:00+00:00,2008-01-01 05:00:00+00:00,8.63,100.0,0.0,0.0,0.0,233.33,3.04,158.0,100833.0,0.0,0.0,0.0,8.63,3.04
2006-01-01 06:00:00+00:00,2008-01-01 06:00:00+00:00,8.33,100.0,0.0,0.0,0.0,223.41,2.79,158.0,100814.0,0.0,0.0,0.0,8.33,2.79
2006-01-01 07:00:00+00:00,2008-01-01 07:00:00+00:00,8.03,100.0,0.0,0.0,0.0,213.48,2.54,159.0,100794.0,0.0,0.0,0.0,8.03,2.54
2006-01-01 08:00:00+00:00,2008-01-01 08:00:00+00:00,9.45,100.0,0.0,0.0,0.0,259.5,3.08,159.0,100774.0,0.0,0.0,0.0,9.45,3.08
2006-01-01 09:00:00+00:00,2008-01-01 09:00:00+00:00,10.49,100.0,11.0,0.0,11.0,273.18,3.84,158.0,100718.0,0.0,11.0,11.0,10.49,3.84
2006-01-01 10:00:00+00:00,2008-01-01 10:00:00+00:00,11.53,100.0,73.0,0.0,73.0,286.87,4.6,157.0,100662.0,0.0,73.0,73.0,11.53,4.6
2006-01-01 11:00:00+00:00,2008-01-01 11:00:00+00:00,12.57,100.0,89.0,0.0,89.0,300.55,5.37,155.0,100606.0,0.0,89.0,89.0,12.57,5.37
2006-01-01 12:00:00+00:00,2008-01-01 12:00:00+00:00,12.72,100.0,165.0,9.67,161.0,305.68,5.56,156.0,100504.0,9.67,165.0,161.0,12.72,5.56
2006-01-01 13:00:00+00:00,2008-01-01 13:00:00+00:00,12.87,100.0,211.0,50.95,190.0,310.82,5.75,156.0,100402.0,50.95,211.0,190.0,12.87,5.75
2006-01-01 14:00:00+00:00,2008-01-01 14:00:00+00:00,13.02,100.0,167.0,30.18,156.0,315.95,5.94,156.0,100300.0,30.18,167.0,156.0,13.02,5.94
2006-01-01 15:00:00+00:00,2008-01-01 15:00:00+00:00,12.44,100.0,48.0,0.0,48.0,318.62,5.75,154.0,100224.0,0.0,48.0,48.0,12.44,5.75
2006-01-01 16:00:00+00:00,2008-01-01 16:00:00+00:00,11.85,100.0,29.0,0.0,29.0,321.28,5.55,152.0,100149.0,0.0,29.0,29.0,11.85,5.55
2006-01-01 17:00:00+00:00,2008-01-01 17:00:00+00:00,11.27,100.0,0.0,0.0,0.0,323.95,5.35,149.0,100073.0,0.0,0.0,0.0,11.27,5.35
2006-01-01 18:00:00+00:00,2008-01-01 18:00:00+00:00,11.01,100.0,0.0,0.0,0.0,328.8,6.07,152.0,99984.0,0.0,0.0,0.0,11.01,6.07
2006-01-01 19:00:00+00:00,2008-01-01 19:00:00+00:00,10.75,100.0,0.0,0.0,0.0,333.65,6.79,155.0,99895.0,0.0,0.0,0.0,10.75,6.79
2006-01-01 20:00:00+00:00,2008-01-01 20:00:00+00:00,10.49,100.0,0.0,0.0,0.0,338.5,7.5,157.0,99806.0,0.0,0.0,0.0,10.49,7.5
2006-01-01 21:00:00+00:00,2008-01-01 21:00:00+00:00,10.39,100.0,0.0,0.0,0.0,338.3,7.23,168.0,99763.0,0.0,0.0,0.0,10.39,7.23
2006-01-01 22:00:00+00:00,2008-01-01 22:00:00+00:00,10.29,100.0,0.0,0.0,0.0,338.1,6.96,178.0,99721.0,0.0,0.0,0.0,10.29,6.96
2006-01-01 23:00:00+00:00,2008-01-01 23:00:00+00:00,10.19,100.0,0.0,0.0,0.0,337.9,6.69,189.0,99678.0,0.0,0.0,0.0,10.19,6.69
2006-01-02 00:00:00+00:00,2008-01-02 00:00:00+00:00,9.89,100.0,0.0,0.0,0.0,325.82,6.0,191.0,99652.0,0.0,0.0,0.0,9.89,6.0
2006-01-02 01:00:00+00:00,2008-01-02 01:00:00+00:00,9.6,100.0,0.0,0.0,0.0,313.73,5.31,194.0,99625.0,0.0,0.0,0.0,9.6,5.31
2006-01-02 02:00:00+00:00,2008-01-02 02:00:00+00:00,9.31,100.0,0.0,0.0,0.0,301.65,4.62,196.0,99599.0,0.0,0.0,0.0,9.31,4.62
2006-01-02 03:00:00+00:00,2008-01-02 03:00:00+00:00,8.99,100.0,0.0,0.0,0.0,298.48,5.07,200.0,99559.0,0.0,0.0,0.0,8.99,5.07
2006-01-02 04:00:00+00:00,2008-01-02 04:00:00+00:00,8.68,100.0,0.0,0.0,0.0,295.32,5.52,204.0,99520.0,0.0,0.0,0.0,8.68,5.52
2006-01-02 05:00:00+00:00,2008-01-02 05:00:00+00:00,8.37,100.0,0.0,0.0,0.0,292.15,5.97,208.0,99480.0,0.0,0.0,0.0,8.37,5.97
2006-01-02 06:00:00+00:00,2008-01-02 06:00:00+00:00,8.59,100.0,0.0,0.0,0.0,295.28,6.28,211.0,99464.0,0.0,0.0,0.0,8.59,6.28
2006-01-02 07:00:00+00:00,2008-01-02 07:00:00+00:00,8.8,100.0,0.0,0.0,0.0,298.42,6.59,213.0,99447.0,0.0,0.0,0.0,8.8,6.59
2006-01-02 08:00:00+00:00,2008-01-02 08:00:00+00:00,9.02,100.0,0.0,0.0,0.0,301.55,6.9,216.0,99431.0,0.0,0.0,0.0,9.02,6.9
2006-01-02 09:00:00+00:00,2008-01-02 09:00:00+00:00,9.95,100.0,11.0,0.0,11.0,302.52,7.5,219.0,99428.0,0.0,11.0,11.0,9.95,7.5
2006-01-02 10:00:00+00:00,2008-01-02 10:00:00+00:00,10.88,100.0,40.0,0.0,40.0,303.48,8.1,223.0,99424.0,0.0,40.0,40.0,10.88,8.1
2006-01-02 11:00:00+00:00,2008-01-02 11:00:00+00:00,11.81,100.0,62.0,0.0,62.0,304.45,8.7,227.0,99421.0,0.0,62.0,62.0,11.81,8.7
2006-01-02 12:00:00+00:00,2008-01-02 12:00:00+00:00,12.28,100.0,37.0,0.0,37.0,308.42,8.59,229.0,99365.0,0.0,37.0,37.0,12.28,8.59
2006-01-02 13:00:00+00:00,2008-01-02 13:00:00+00:00,12.75,100.0,37.0,0.0,37.0,312.38,8.47,230.0,99309.0,0.0,37.0,37.0,12.75,8.47
2006-01-02 14:00:00+00:00,2008-01-02 14:00:00+00:00,13.22,100.0,32.0,0.0,32.0,316.35,8.36,232.0,99253.0,0.0,32.0,32.0,13.22,8.36
2006-01-02 15:00:00+00:00,2008-01-02 15:00:00+00:00,12.52,100.0,165.0,130.3,129.0,316.55,8.04,231.0,99234.0,130.3,165.0,129.0,12.52,8.04
2006-01-02 16:00:00+00:00,2008-01-02 16:00:00+00:00,11.81,100.0,87.0,167.21,62.0,316.75,7.72,231.0,99214.0,167.21,87.0,62.0,11.81,7.72
2006-01-02 17:00:00+00:00,2008-01-02 17:00:00+00:00,11.1,100.0,0.0,0.0,0.0,316.95,7.41,230.0,99194.0,0.0,0.0,0.0,11.1,7.41
2006-01-02 18:00:00+00:00,2008-01-02 18:00:00+00:00,10.7,100.0,0.0,0.0,0.0,320.73,7.54,221.0,99122.0,0.0,0.0,0.0,10.7,7.54
2006-01-02 19:00:00+00:00,2008-01-02 19:00:00+00:00,10.3,100.0,0.0,0.0,0.0,324.52,7.68,213.0,99049.0,0.0,0.0,0.0,10.3,7.68
2006-01-02 20:00:00+00:00,2008-01-02 20:00:00+00:00,9.91,100.0,0.0,0.0,0.0,328.3,7.82,204.0,98977.0,0.0,0.0,0.0,9.91,7.82
2006-01-02 21:00:00+00:00,2008-01-02 21:00:00+00:00,9.81,100.0,0.0,0.0,0.0,332.35,8.31,203.0,98773.0,0.0,0.0,0.0,9.81,8.31
2006-01-02 22:00:00+00:00,2008-01-02 22:00:00+00:00,9.72,100.0,0.0,0.0,0.0,336.4,8.8,202.0,98569.0,0.0,0.0,0.0,9.72,8.8
2006-01-02 23:00:00+00:00,2008-01-02 23:00:00+00:00,9.62,100.0,0.0,0.0,0.0,340.45,9.3,200.0,98365.0,0.0,0.0,0.0,9.62,9.3
2006-01-03 00:00:00+00:00,2008-01-03 00:00:00+00:00,9.07,100.0,0.0,0.0,0.0,338.33,9.31,220.0,98262.0,0.0,0.0,0.0,9.07,9.31
2006-01-03 01:00:00+00:00,2008-01-03 01:00:00+00:00,8.52,100.0,0.0,0.0,0.0,336.22,9.33,239.0,98160.0,0.0,0.0,0.0,8.52,9.33
2006-01-03 02:00:00+00:00,2008-01-03 02:00:00+00:00,7.97,100.0,0.0,0.0,0.0,334.1,9.35,258.0,98058.0,0.0,0.0,0.0,7.97,9.35
2006-01-03 03:00:00+00:00,2008-01-03 03:00:00+00:00,7.66,100.0,0.0,0.0,0.0,324.82,8.16,259.0,98058.0,0.0,0.0,0.0,7.66,8.16
2006-01-03 04:00:00+00:00,2008-01-03 04:00:00+00:00,7.36,100.0,0.0,0.0,0.0,315.53,6.97,259.0,98058.0,0.0,0.0,0.0,7.36,6.97
2006-01-03 05:00:00+00:00,2008-01-03 05:00:00+00:00,7.05,100.0,0.0,0.0,0.0,306.25,5.78,260.0,98058.0,0.0,0.0,0.0,7.05,5.78
2006-01-03 06:00:00+00:00,2008-01-03 06:00:00+00:00,7.13,100.0,0.0,0.0,0.0,302.35,5.44,258.0,98072.0,0.0,0.0,0.0,7.13,5.44
2006-01-03 07:00:00+00:00,2008-01-03 07:00:00+00:00,7.21,100.0,0.0,0.0,0.0,298.45,5.11,256.0,98085.0,0.0,0.0,0.0,7.21,5.11
2006-01-03 08:00:00+00:00,2008-01-03 08:00:00+00:00,7.29,100.0,0.0,0.0,0.0,294.55,4.77,255.0,98098.0,0.0,0.0,0.0,7.29,4.77
2006-01-03 09:00:00+00:00,2008-01-03 09:00:00+00:00,8.53,99.54,113.0,336.69,60.0,293.88,5.26,256.0,98108.0,336.69,113.0,60.0,8.53,5.26
2006-01-03 10:00:00+00:00,2008-01-03 10:00:00+00:00,9.78,99.07,262.0,672.01,72.0,293.22,5.76,257.0,98118.0,672.01,262.0,72.0,9.78,5.76
2006-01-03 11:00:00+00:00,2008-01-03 11:00:00+00:00,11.03,98.61,179.0,37.73,165.0,292.55,6.25,258.0,98128.0,37.73,179.0,165.0,11.03,6.25
2006-01-03 12:00:00+00:00,2008-01-03 12:00:00+00:00,11.05,99.07,37.0,0.0,37.0,299.17,6.23,256.0,98154.0,0.0,37.0,37.0,11.05,6.23
2006-01-03 13:00:00+00:00,2008-01-03 13:00:00+00:00,11.08,99.54,172.0,14.45,166.0,305.78,6.22,254.0,98180.0,14.45,172.0,166.0,11.08,6.22
2006-01-03 14:00:00+00:00,2008-01-03 14:00:00+00:00,11.1,100.0,32.0,0.0,32.0,312.4,6.21,252.0,98207.0,0.0,32.0,32.0,11.1,6.21
2006-01-03 15:00:00+00:00,2008-01-03 15:00:00+00:00,10.57,100.0,38.0,0.0,38.0,308.02,5.12,249.0,98239.0,0.0,38.0,38.0,10.57,5.12
2006-01-03 16:00:00+00:00,2008-01-03 16:00:00+00:00,10.04,100.0,21.0,0.0,21.0,303.63,4.04,247.0,98272.0,0.0,21.0,21.0,10.04,4.04
2006-01-03 17:00:00+00:00,2008-01-03 17:00:00+00:00,9.51,100.0,0.0,0.0,0.0,299.25,2.95,245.0,98305.0,0.0,0.0,0.0,9.51,2.95
2006-01-03 18:00:00+00:00,2008-01-03 18:00:00+00:00,9.37,100.0,0.0,0.0,0.0,294.75,2.69,245.0,98374.0,0.0,0.0,0.0,9.37,2.69
2006-01-03 19:00:00+00:00,2008-01-03 19:00:00+00:00,9.23,100.0,0.0,0.0,0.0,290.25,2.44,245.0,98444.0,0.0,0.0,0.0,9.23,2.44
2006-01-03 20:00:00+00:00,2008-01-03 20:00:00+00:00,9.1,100.0,0.0,0.0,0.0,285.75,2.18,246.0,98513.0,0.0,0.0,0.0,9.1,2.18
2006-01-03 21:00:00+00:00,2008-01-03 21:00:00+00:00,9.2,100.0,0.0,0.0,0.0,284.62,2.29,238.0,98555.0,0.0,0.0,0.0,9.2,2.29
2006-01-03 22:00:00+00:00,2008-01-03 22:00:00+00:00,9.31,100.0,0.0,0.0,0.0,283.48,2.41,230.0,98598.0,0.0,0.0,0.0,9.31,2.41
2006-01-03 23:00:00+00:00,2008-01-03 23:00:00+00:00,9.41,100.0,0.0,0.0,0.0,282.35,2.52,222.0,98641.0,0.0,0.0,0.0,9.41,2.52
2006-01-04 00:00:00+00:00,2008-01-04 00:00:00+00:00,8.94,100.0,0.0,0.0,0.0,275.25,2.29,202.0,98773.0,0.0,0.0,0.0,8.94,2.29
2006-01-04 01:00:00+00:00,2008-01-04 01:00:00+00:00,8.47,100.0,0.0,0.0,0.0,268.15,2.06,182.0,98904.0,0.0,0.0,0.0,8.47,2.06
2006-01-04 02:00:00+00:00,2008-01-04 02:00:00+00:00,8.01,100.0,0.0,0.0,0.0,261.05,1.83,162.0,99036.0,0.0,0.0,0.0,8.01,1.83
2006-01-04 03:00:00+00:00,2008-01-04 03:00:00+00:00,8.0,100.0,0.0,0.0,0.0,255.2,1.91,152.0,99128.0,0.0,0.0,0.0,8.0,1.91
2006-01-04 04:00:00+00:00,2008-01-04 04:00:00+00:00,7.99,100.0,0.0,0.0,0.0,249.35,1.99,143.0,99220.0,0.0,0.0,0.0,7.99,1.99
2006-01-04 05:00:00+00:00,2008-01-04 05:00:00+00:00,7.98,100.0,0.0,0.0,0.0,243.5,2.07,133.0,99313.0,0.0,0.0,0.0,7.98,2.07
2006-01-04 06:00:00+00:00,2008-01-04 06:00:00+00:00,8.29,100.0,0.0,0.0,0.0,239.95,1.89,137.0,99457.0,0.0,0.0,0.0,8.29,1.89
2006-01-04 07:00:00+00:00,2008-01-04 07:00:00+00:00,8.61,100.0,0.0,0.0,0.0,236.4,1.71,141.0,99602.0,0.0,0.0,0.0,8.61,1.71
2006-01-04 08:00:00+00:00,2008-01-04 08:00:00+00:00,8.92,100.0,0.0,0.0,0.0,232.85,1.53,145.0,99747.0,0.0,0.0,0.0,8.92,1.53
2006-01-04 09:00:00+00:00,2008-01-04 09:00:00+00:00,10.33,100.0,65.0,31.69,60.0,255.25,1.47,179.0,99839.0,31.69,65.0,60.0,10.33,1.47
2006-01-04 10:00:00+00:00,2008-01-04 10:00:00+00:00,11.74,100.0,27.0,0.0,27.0,277.65,1.4,213.0,99931.0,0.0,27.0,27.0,11.74,1.4
2006-01-04 11:00:00+00:00,2008-01-04 11:00:00+00:00,13.16,100.0,82.0,0.0,82.0,300.05,1.34,247.0,100024.0,0.0,82.0,82.0,13.16,1.34
2006-01-04 12:00:00+00:00,2008-01-04 12:00:00+00:00,13.26,100.0,73.0,0.0,73.0,308.05,1.94,239.0,100066.0,0.0,73.0,73.0,13.26,1.94
2006-01-04 13:00:00+00:00,2008-01-04 13:00:00+00:00,13.36,100.0,123.0,0.0,123.0,316.05,2.54,232.0,100109.0,0.0,123.0,123.0,13.36,2.54
2006-01-04 14:00:00+00:00,2008-01-04 14:00:00+00:00,13.46,100.0,154.0,16.2,148.0,324.05,3.14,224.0,100152.0,16.2,154.0,148.0,13.46,3.14
2006-01-04 15:00:00+00:00,2008-01-04 15:00:00+00:00,12.95,100.0,105.0,10.69,102.0,321.6,2.8,221.0,100214.0,10.69,105.0,102.0,12.95,2.8
2006-01-04 16:00:00+00:00,2008-01-04 16:00:00+00:00,12.44,100.0,45.0,6.48,44.0,319.15,2.46,218.0,100277.0,6.48,45.0,44.0,12.44,2.46
2006-01-04 17:00:00+00:00,2008-01-04 17:00:00+00:00,11.93,100.0,0.0,0.0,0.0,316.7,2.11,214.0,100340.0,0.0,0.0,0.0,11.93,2.11
2006-01-04 18:00:00+00:00,2008-01-04 18:00:00+00:00,11.64,100.0,0.0,0.0,0.0,314.28,2.3,214.0,100402.0,0.0,0.0,0.0,11.64,2.3
2006-01-04 19:00:00+00:00,2008-01-04 19:00:00+00:00,11.35,100.0,0.0,0.0,0.0,311.87,2.49,214.0,100465.0,0.0,0.0,0.0,11.35,2.49
2006-01-04 20:00:00+00:00,2008-01-04 20:00:00+00:00,11.07,100.0,0.0,0.0,0.0,309.45,2.68,213.0,100527.0,0.0,0.0,0.0,11.07,2.68
2006-01-04 21:00:00+00:00,2008-01-04 21:00:00+00:00,10.88,100.0,0.0,0.0,0.0,311.25,3.17,212.0,100530.0,0.0,0.0,0.0,10.88,3.17
2006-01-04 22:00:00+00:00,2008-01-04 22:00:00+00:00,10.7,100.0,0.0,0.0,0.0,313.05,3.66,212.0,100534.0,0.0,0.0,0.0,10.7,3.66
2006-01-04 23:00:00+00:00,2008-01-04 23:00:00+00:00,10.52,100.0,0.0,0.0,0.0,314.85,4.15,211.0,100537.0,0.0,0.0,0.0,10.52,4.15
2006-01-05 00:00:00+00:00,2008-01-05 00:00:00+00:00,10.51,100.0,0.0,0.0,0.0,315.75,4.4,211.0,100514.0,0.0,0.0,0.0,10.51,4.4
2006-01-05 01:00:00+00:00,2008-01-05 01:00:00+00:00,10.51,100.0,0.0,0.0,0.0,316.65,4.64,211.0,100491.0,0.0,0.0,0.0,10.51,4.64
2006-01-05 02:00:00+00:00,2008-01-05 02:00:00+00:00,10.51,100.0,0.0,0.0,0.0,317.55,4.88,211.0,100468.0,0.0,0.0,0.0,10.51,4.88
2006-01-05 03:00:00+00:00,2008-01-05 03:00:00+00:00,10.55,100.0,0.0,0.0,0.0,328.18,4.8,214.0,100471.0,0.0,0.0,0.0,10.55,4.8
2006-01-05 04:00:00+00:00,2008-01-05 04:00:00+00:00,10.6,100.0,0.0,0.0,0.0,338.82,4.71,217.0,100474.0,0.0,0.0,0.0,10.6,4.71
2006-01-05 05:00:00+00:00,2008-01-05 05:00:00+00:00,10.65,100.0,0.0,0.0,0.0,349.45,4.62,220.0,100478.0,0.0,0.0,0.0,10.65,4.62
2006-01-05 06:00:00+00:00,2008-01-05 06:00:00+00:00,10.96,100.0,0.0,0.0,0.0,353.02,4.55,223.0,100517.0,0.0,0.0,0.0,10.96,4.55
2006-01-05 07:00:00+00:00,2008-01-05 07:00:00+00:00,11.28,100.0,0.0,0.0,0.0,356.58,4.48,226.0,100557.0,0.0,0.0,0.0,11.28,4.48
2006-01-05 08:00:00+00:00,2008-01-05 08:00:00+00:00,11.59,100.0,0.0,0.0,0.0,360.15,4.41,229.0,100596.0,0.0,0.0,0.0,11.59,4.41
2006-01-05 09:00:00+00:00,2008-01-05 09:00:00+00:00,12.73,100.0,27.0,0.0,27.0,363.42,4.42,231.0,100623.0,0.0,27.0,27.0,12.73,4.42
2006-01-05 10:00:00+00:00,2008-01-05 10:00:00+00:00,13.87,100.0,28.0,0.0,28.0,366.68,4.43,234.0,100649.0,0.0,28.0,28.0,13.87,4.43
2006-01-05 11:00:00+00:00,2008-01-05 11:00:00+00:00,15.01,100.0,52.0,0.0,52.0,369.95,4.44,236.0,100675.0,0.0,52.0,52.0,15.01,4.44
2006-01-05 12:00:00+00:00,2008-01-05 12:00:00+00:00,15.08,100.0,37.0,0.0,37.0,374.33,4.8,239.0,100685.0,0.0,37.0,37.0,15.08,4.8
2006-01-05 13:00:00+00:00,2008-01-05 13:00:00+00:00,15.15,100.0,60.0,0.0,60.0,378.72,5.17,242.0,100695.0,0.0,60.0,60.0,15.15,5.17
2006-01-05 14:00:00+00:00,2008-01-05 14:00:00+00:00,15.21,100.0,50.0,0.0,50.0,383.1,5.53,245.0,100705.0,0.0,50.0,50.0,15.21,5.53
2006-01-05 15:00:00+00:00,2008-01-05 15:00:00+00:00,14.45,100.0,38.0,0.0,38.0,382.28,5.21,247.0,100758.0,0.0,38.0,38.0,14.45,5.21
2006-01-05 16:00:00+00:00,2008-01-05 16:00:00+00:00,13.68,100.0,27.0,0.0,27.0,381.47,4.89,248.0,100810.0,0.0,27.0,27.0,13.68,4.89
2006-01-05 17:00:00+00:00,2008-01-05 17:00:00+00:00,12.91,100.0,0.0,0.0,0.0,380.65,4.57,250.0,100863.0,0.0,0.0,0.0,12.91,4.57
2006-01-05 18:00:00+00:00,2008-01-05 18:00:00+00:00,12.48,100.0,0.0,0.0,0.0,378.85,4.29,247.0,100922.0,0.0,0.0,0.0,12.48,4.29
2006-01-05 19:00:00+00:00,2008-01-05 19:00:00+00:00,12.05,100.0,0.0,0.0,0.0,377.05,4.0,244.0,100981.0,0.0,0.0,0.0,12.05,4.0
2006-01-05 20:00:00+00:00,2008-01-05 20:00:00+00:00,11.62,100.0,0.0,0.0,0.0,375.25,3.72,241.0,101041.0,0.0,0.0,0.0,11.62,3.72
2006-01-05 21:00:00+00:00,2008-01-05 21:00:00+00:00,11.39,100.0,0.0,0.0,0.0,373.83,3.76,237.0,101060.0,0.0,0.0,0.0,11.39,3.76
2006-01-05 22:00:00+00:00,2008-01-05 22:00:00+00:00,11.17,100.0,0.0,0.0,0.0,372.42,3.8,233.0,101080.0,0.0,0.0,0.0,11.17,3.8
2006-01-05 23:00:00+00:00,2008-01-05 23:00:00+00:00,10.94,100.0,0.0,0.0,0.0,371.0,3.83,230.0,101100.0,0.0,0.0,0.0,10.94,3.83
2006-01-06 00:00:00+00:00,2008-01-06 00:00:00+00:00,10.8,100.0,0.0,0.0,0.0,368.25,4.01,229.0,101130.0,0.0,0.0,0.0,10.8,4.01
2006-01-06 01:00:00+00:00,2008-01-06 01:00:00+00:00,10.66,100.0,0.0,0.0,0.0,365.5,4.18,228.0,101159.0,0.0,0.0,0.0,10.66,4.18
2006-01-06 02:00:00+00:00,2008-01-06 02:00:00+00:00,10.52,100.0,0.0,0.0,0.0,362.75,4.36,227.0,101189.0,0.0,0.0,0.0,10.52,4.36
2006-01-06 03:00:00+00:00,2008-01-06 03:00:00+00:00,10.39,100.0,0.0,0.0,0.0,363.37,4.4,223.0,101205.0,0.0,0.0,0.0,10.39,4.4
2006-01-06 04:00:00+00:00,2008-01-06 04:00:00+00:00,10.26,100.0,0.0,0.0,0.0,363.98,4.43,219.0,101222.0,0.0,0.0,0.0,10.26,4.43
2006-01-06 05:00:00+00:00,2008-01-06 05:00:00+00:00,10.13,100.0,0.0,0.0,0.0,364.6,4.47,215.0,101238.0,0.0,0.0,0.0,10.13,4.47
2006-01-06 06:00:00+00:00,2008-01-06 06:00:00+00:00,10.33,100.0,0.0,0.0,0.0,364.55,4.71,213.0,101278.0,0.0,0.0,0.0,10.33,4.71
2006-01-06 07:00:00+00:00,2008-01-06 07:00:00+00:00,10.52,100.0,0.0,0.0,0.0,364.5,4.95,212.0,101317.0,0.0,0.0,0.0,10.52,4.95
2006-01-06 08:00:00+00:00,2008-01-06 08:00:00+00:00,10.72,100.0,0.0,0.0,0.0,364.45,5.19,210.0,101357.0,0.0,0.0,0.0,10.72,5.19
2006-01-06 09:00:00+00:00,2008-01-06 09:00:00+00:00,11.83,100.0,31.0,0.0,31.0,362.17,5.36,212.0,101386.0,0.0,31.0,31.0,11.83,5.36
2006-01-06 10:00:00+00:00,2008-01-06 10:00:00+00:00,12.95,100.0,51.0,0.0,51.0,359.88,5.54,214.0,101416.0,0.0,51.0,51.0,12.95,5.54
2006-01-06 11:00:00+00:00,2008-01-06 11:00:00+00:00,14.07,100.0,149.0,10.68,145.0,357.6,5.71,217.0,101446.0,10.68,149.0,145.0,14.07,5.71
2006-01-06 12:00:00+00:00,2008-01-06 12:00:00+00:00,14.31,100.0,148.0,2.38,147.0,347.28,6.09,219.0,101419.0,2.38,148.0,147.0,14.31,6.09
2006-01-06 13:00:00+00:00,2008-01-06 13:00:00+00:00,14.55,100.0,99.0,0.0,99.0,336.97,6.46,222.0,101393.0,0.0,99.0,99.0,14.55,6.46
2006-01-06 14:00:00+00:00,2008-01-06 14:00:00+00:00,14.78,100.0,46.0,0.0,46.0,326.65,6.84,225.0,101367.0,0.0,46.0,46.0,14.78,6.84
2006-01-06 15:00:00+00:00,2008-01-06 15:00:00+00:00,14.09,100.0,49.0,0.0,49.0,323.23,5.85,224.0,101380.0,0.0,49.0,49.0,14.09,5.85
2006-01-06 16:00:00+00:00,2008-01-06 16:00:00+00:00,13.39,100.0,46.0,6.27,45.0,319.82,4.86,223.0,101393.0,6.27,46.0,45.0,13.39,4.86
2006-01-06 17:00:00+00:00,2008-01-06 17:00:00+00:00,12.7,100.0,0.0,0.0,0.0,316.4,3.86,222.0,101406.0,0.0,0.0,0.0,12.7,3.86
2006-01-06 18:00:00+00:00,2008-01-06 18:00:00+00:00,12.31,100.0,0.0,0.0,0.0,309.35,3.73,221.0,101446.0,0.0,0.0,0.0,12.31,3.73
2006-01-06 19:00:00+00:00,2008-01-06 19:00:00+00:00,11.93,100.0,0.0,0.0,0.0,302.3,3.6,220.0,101485.0,0.0,0.0,0.0,11.93,3.6
2006-01-06 20:00:00+00:00,2008-01-06 20:00:00+00:00,11.55,100.0,0.0,0.0,0.0,295.25,3.46,220.0,101525.0,0.0,0.0,0.0,11.55,3.46
2006-01-06 21:00:00+00:00,2008-01-06 21:00:00+00:00,11.37,100.0,0.0,0.0,0.0,299.23,3.49,218.0,101515.0,0.0,0.0,0.0,11.37,3.49
2006-01-06 22:00:00+00:00,2008-01-06 22:00:00+00:00,11.2,100.0,0.0,0.0,0.0,303.22,3.53,216.0,101505.0,0.0,0.0,0.0,11.2,3.53
2006-01-06 23:00:00+00:00,2008-01-06 23:00:00+00:00,11.03,100.0,0.0,0.0,0.0,307.2,3.56,214.0,101495.0,0.0,0.0,0.0,11.03,3.56
2006-01-07 00:00:00+00:00,2008-01-07 00:00:00+00:00,10.89,100.0,0.0,0.0,0.0,323.8,3.82,217.0,101469.0,0.0,0.0,0.0,10.89,3.82
2006-01-07 01:00:00+00:00,2008-01-07 01:00:00+00:00,10.76,100.0,0.0,0.0,0.0,340.4,4.07,220.0,101442.0,0.0,0.0,0.0,10.76,4.07
2006-01-07 02:00:00+00:00,2008-01-07 02:00:00+00:00,10.63,100.0,0.0,0.0,0.0,357.0,4.33,223.0,101416.0,0.0,0.0,0.0,10.63,4.33
2006-01-07 03:00:00+00:00,2008-01-07 03:00:00+00:00,10.52,100.0,0.0,0.0,0.0,357.97,3.68,226.0,101413.0,0.0,0.0,0.0,10.52,3.68
2006-01-07 04:00:00+00:00,2008-01-07 04:00:00+00:00,10.42,100.0,0.0,0.0,0.0,358.93,3.03,230.0,101409.0,0.0,0.0,0.0,10.42,3.03
2006-01-07 05:00:00+00:00,2008-01-07 05:00:00+00:00,10.31,100.0,0.0,0.0,0.0,359.9,2.37,234.0,101406.0,0.0,0.0,0.0,10.31,2.37
2006-01-07 06:00:00+00:00,2008-01-07 06:00:00+00:00,10.44,100.0,0.0,0.0,0.0,358.82,1.98,246.0,101429.0,0.0,0.0,0.0,10.44,1.98
2006-01-07 07:00:00+00:00,2008-01-07 07:00:00+00:00,10.57,100.0,0.0,0.0,0.0,357.73,1.58,259.0,101452.0,0.0,0.0,0.0,10.57,1.58
2006-01-07 08:00:00+00:00,2008-01-07 08:00:00+00:00,10.7,100.0,0.0,0.0,0.0,356.65,1.19,272.0,101475.0,0.0,0.0,0.0,10.7,1.19
